"ACCOUNTNUMBER","CUSTOMERID","LOCATIONID","ACTIVECODE","STATUSCODE","ADDRESSSEQ","PENALTYCODE","TAXCODE","TAXTYPE","ARCODE","BANKCODE","OPENDATE","TERMINATEDDATE","DWELLINGUNITS","STOPSHUTOFF","STOPPENALTY","DUEDATE","SICCODE","BUNCHCODE","SHUTOFFDATE","PIN","DEFERREDDUEDATE","LASTNOTICECODE","LASTNOTICEDATE","CASHONLY","NEMLASTTRUEUPDATE","NEMNEXTTRUEUPDATE","ENGINEERNUM","SERVICEADDRESS3","UPDATEDATE"
"210826815","191358.0","7000063818",0,0,1,55,0,1,8,8,"2015-09-22","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"210808532","191359.0","7000061520",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210833133","191361.0","7000063815",0,0,1,53,0,0,8,8,"2016-02-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210791769","191362.0","7000067084",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210833191","191363.0","7000063821",0,0,1,53,0,0,8,8,"2016-02-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210835866","191364.0","7000064329",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210821409","191365.0","7000062745",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210794789","191366.0","7000066626",0,0,1,55,0,1,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210833258","191367.0","7000063827",0,0,1,53,0,0,8,8,"2016-02-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210822764","191369.0","7000063191",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210833315","191371.0","7000063833",0,0,1,53,0,0,8,8,"2015-09-03","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210821550","191372.0","7000062759",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210808673","191374.0","7000061534",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210835923","191376.0","7000064335",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210834991","191377","5000096220",2,0,1,53,0,0,8,8,"2015-09-04","2021-06-21",1,0,0,"2021-07-23","","","","","",0,"","","","","","","2025-05-09"
"210847928","191378.0","7000065480",0,0,1,55,0,1,8,8,"2015-09-15","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210840716","191381.0","7000065524",0,0,1,55,0,1,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210794929","191383.0","7000066638",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210826881","191385.0","7000063824",0,0,1,55,0,1,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210835981","191386.0","7000064341",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210808813","191387.0","7000061548",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210835113","191388","5000096244",2,0,1,53,0,0,8,8,"2015-09-23","2022-10-28",1,0,0,"2022-11-28","","","","","",0,"","","","","","","2025-05-09"
"210821691","191389.0","7000062773",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210847986","191390.0","7000065486",0,0,1,55,0,1,8,8,"2015-09-15","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210791844","191391","5000102605",2,0,1,53,0,0,8,8,"2015-09-23","2024-09-04",1,0,0,"2024-09-30","","","","","",0,"","","","","","","2025-05-09"
"210795002","191392.0","7000066644",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210822904","191394.0","7000063205",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210834008","191395.0","7000064167",0,0,1,53,0,0,8,8,"2015-09-22","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"210835296","191396","5000096268",2,0,1,53,0,0,8,8,"2015-12-28","2016-02-03",1,0,0,"2021-11-22","","","","","",0,"","","","","","","2025-05-09"
"210821766","191398","5000093814",2,0,1,53,0,0,8,8,"2015-09-12","2024-06-07",1,0,0,"2024-07-19","","","","","",0,"","","","","","","2025-05-09"
"210795078","191400.0","7000066650",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210848041","191401.0","7000065492",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210835353","191402","5000096280",2,0,1,53,0,0,8,8,"2015-09-04","2021-10-26",1,0,0,"2021-11-22","","","","","",0,"","","","","","","2025-05-09"
"210808879","191403","5000103816",2,0,1,53,0,0,8,8,"2015-09-11","2021-06-02",1,0,0,"2021-07-12","","","","","",0,"","","","","","","2025-05-09"
"210846342","191404","5000098295",2,0,1,55,0,1,8,8,"2015-09-18","2018-11-26",1,0,0,"2021-05-03","","","","","",0,"","","","","","","2025-05-09"
"210846467","191405.0","7000065045",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210835410","191406.0","7000064031",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210821831","191407","5000093828",2,0,1,53,0,0,8,8,"2015-09-12","2024-03-01",1,0,0,"2024-04-01","","","","","",0,"","","","","","","2025-05-09"
"210836103","191409.0","7000064353",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210808954","191410","5000103828",2,0,1,53,0,0,8,8,"2015-09-11","2021-04-15",1,0,0,"2021-05-11","","","","","",0,"","","","","","","2025-05-09"
"210795143","191412.0","7000066656",0,0,1,53,0,0,8,8,"2015-11-03","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210826956","191416.0","7000063830",0,0,1,53,0,0,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210846582","191417.0","7000065057",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210821906","191418","5000093842",2,0,1,53,0,0,8,8,"2015-09-12","2024-03-01",1,0,0,"2024-04-01","","","","","",0,"","","","","","","2025-05-09"
"210835535","191419.0","7000064043",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210846706","191422","5000098367",2,0,1,53,0,0,8,8,"2015-09-04","2022-05-16",1,0,0,"2022-06-13","","","","","",0,"","","","","","","2025-05-09"
"210836161","191423.0","7000064359",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210791901","191424.0","7000067096",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210795218","191425.0","7000066662",0,0,1,53,0,0,8,8,"2015-11-01","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210835593","191426.0","7000064049",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210848166","191427.0","7000065504",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210846764","191428.0","7000065075",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210821972","191429","5000093856",2,0,1,53,0,0,8,8,"2015-09-12","2024-03-01",1,0,0,"2024-04-01","","","","","",0,"","","","","","","2025-05-09"
"210823043","191430","5000094698",2,0,1,53,0,0,8,8,"2015-09-16","2023-03-06",1,0,0,"2023-04-03","","","","","",0,"","","","","","","2025-05-09"
"210846821","191431.0","7000065081",0,0,1,55,0,1,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210835650","191432.0","7000064055",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210846879","191434.0","7000065087",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210795284","191435","5000101584",2,0,1,55,0,1,8,8,"2015-09-12","2021-07-30",1,0,0,"2021-09-13","","","","","",0,"","","","","","","2025-05-09"
"210835717","191436","5000096352",2,0,1,53,0,0,8,8,"2015-09-15","2021-12-30",1,0,0,"2022-01-31","","","","","",0,"","","","","","","2025-05-09"
"210822045","191437","5000093870",2,0,1,53,0,0,8,8,"2015-09-12","2024-03-01",1,0,0,"2024-04-01","","","","","",0,"","","","","","","2025-05-09"
"210803730","191438.0","7000067581",2,0,1,55,0,1,8,8,"2015-09-22","2021-09-23",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"210846946","191439.0","7000065093",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210848223","191440","5000099268",2,0,1,53,0,0,8,8,"2015-09-16","2024-02-01",1,0,0,"2024-03-12","","","","","",0,"","","","","","","2025-05-09"
"210847001","191441.0","7000065099",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210847059","191445.0","7000065105",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210822110","191446.0","7000062815",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210795349","191448.0","7000066674",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210835832","191449.0","7000064073",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210836228","191450.0","7000064365",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210847126","191451.0","7000065111",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210813961","191452.0","7000063478",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210848281","191453.0","7000065516",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210847184","191454.0","7000065117",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210835890","191455","5000096388",2,0,1,53,0,0,8,8,"2015-09-11","2021-05-03",1,0,0,"2021-06-01","","","","","",0,"","","","","","","2025-05-09"
"210831484","191456.0","7000063921",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210795424","191457.0","7000066680",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210847241","191458.0","7000065123",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210823249","191460.0","7000063240",0,0,1,53,0,0,8,8,"2016-02-04","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210848348","191462.0","7000065522",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210847308","191464.0","7000065129",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210822186","191465.0","7000062822",0,0,1,55,0,1,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210847366","191466.0","7000065135",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210836070","191468.0","7000064097",0,0,1,55,0,1,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210795490","191469.0","7000066686",0,0,1,53,0,0,8,8,"2015-09-22","",1,0,0,"2025-02-18","","","","","",0,"","","","","","","2025-05-09"
"210847481","191471","5000098523",2,0,1,53,0,0,8,8,"2015-09-11","2023-01-05",1,0,0,"2023-02-20","","","","","",0,"","","","","","","2025-05-09"
"210836343","191472.0","7000064377",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210848405","191474.0","7000065528",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210823324","191475.0","7000063247",0,0,1,53,0,0,8,8,"2015-09-03","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210836137","191476","5000096436",2,0,1,53,0,0,8,8,"2015-09-11","2020-12-29",1,0,0,"2021-02-01","","","","","",0,"","","","","","","2025-05-09"
"210809308","191477.0","7000061590",0,0,1,55,0,1,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210836864","191478","5000097519",2,0,1,53,0,0,8,8,"2015-09-18","2022-06-09",1,0,0,"2022-07-11","","","","","",0,"","","","","","","2025-05-09"
"210847548","191479","5000098535",2,0,1,53,0,0,8,8,"2015-09-11","2021-11-02",1,0,0,"2021-11-30","","","","","",0,"","","","","","","2025-05-09"
"210795648","191480.0","7000066698",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210836195","191482.0","7000064109",0,0,1,55,0,1,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210844007","191484.0","7000064829",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210847605","191485","5000098547",2,0,1,53,0,0,8,8,"2015-09-11","2022-02-28",1,0,0,"2022-03-28","","","","","",0,"","","","","","","2025-05-09"
"210848463","191486.0","7000065534",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210793634","191488.0","7000066245",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210836252","191490.0","7000064115",0,0,1,55,0,1,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210793699","191491.0","7000066251",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210847663","191492","5000098559",2,0,1,53,0,0,8,8,"2015-09-11","2022-02-28",1,0,0,"2022-03-28","","","","","",0,"","","","","","","2025-05-09"
"210822392","191493.0","7000062843",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210793775","191495","5000100743",2,0,1,53,0,0,8,8,"2015-09-04","2021-05-05",1,0,0,"2021-06-01","","","","","",0,"","","","","","","2025-05-09"
"210823382","191496.0","7000063254",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210847720","191499.0","7000065171",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210848520","191501.0","7000065540",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210793915","191502.0","7000066269",0,0,1,55,0,1,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210825057","191503.0","7000063387",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210836525","191506.0","7000064395",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210793973","191507.0","7000066275",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210836434","191508.0","7000064133",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210809580","191509.0","7000061611",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210794046","191510","5000100791",2,0,1,53,0,0,8,8,"2015-09-15","2024-05-14",1,0,0,"2024-07-08","","","","","",0,"","","","","","","2025-05-09"
"210847845","191511.0","7000065183",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210823514","191513.0","7000063267",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210794252","191514.0","7000066299",0,0,1,55,0,1,8,8,"2015-09-26","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210848588","191516.0","7000065546",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210847902","191517.0","7000065189",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210836616","191522.0","7000064145",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210850567","191523.0","7000065720",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210794327","191524.0","7000066305",0,0,1,53,0,0,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210794393","191526.0","7000066311",0,0,1,55,0,1,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210809720","191527.0","7000061625",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210796068","191529.0","7000066728",2,0,1,53,0,0,8,8,"2015-09-05","2018-09-01",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210836674","191530.0","7000064151",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210848025","191531","5000098631",2,0,1,53,0,0,8,8,"2015-09-11","2023-01-31",1,0,0,"2023-03-06","","","","","",0,"","","","","","","2025-05-09"
"210823580","191532.0","7000063273",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210794468","191533.0","7000066317",0,0,1,53,0,0,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210836640","191535.0","7000064407",0,0,1,55,0,1,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210794533","191536.0","7000066323",0,0,1,53,0,0,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210848083","191537.0","7000065207",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-21","","","","","",0,"","","","","","","2025-05-09"
"210836789","191538.0","7000064163",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210809936","191539.0","7000061646",0,0,1,53,0,0,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210796133","191540.0","7000066734",2,0,1,53,0,0,8,8,"2015-09-05","2018-09-01",1,0,0,"2025-03-04","","","","","",0,"","","","","","","2025-05-09"
"210848760","191542.0","7000065558",0,0,1,53,0,0,8,8,"2015-09-17","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210822467","191543","5000093954",2,0,1,55,0,1,8,8,"2015-09-15","2023-03-08",1,0,0,"2023-04-10","","","","","",0,"","","","","","","2025-05-09"
"210848140","191544.0","7000065213",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210823655","191545.0","7000063279",0,0,1,55,0,1,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210794814","191546.0","7000066347",0,0,1,53,0,0,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210836707","191547","5000097073",2,0,1,53,0,0,8,8,"2015-09-22","2023-12-25",1,0,0,"2024-02-05","","","","","",0,"","","","","","","2025-05-09"
"210836856","191548.0","7000064169",0,0,1,53,0,0,8,8,"2015-09-04","",1,0,0,"2025-03-03","","","","","",0,"","","","","","","2025-05-09"
"210794880","191552.0","7000066353",0,0,1,55,0,1,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210848827","191553.0","7000065564",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210822532","191555.0","7000062857",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210807328","191557","5000102975",2,0,1,53,0,0,8,8,"2015-09-17","2023-11-09",1,0,0,"2023-12-05","","","","","",0,"","","","","","","2025-05-09"
"210794955","191558.0","7000066359",0,0,1,55,0,1,8,8,"2015-09-25","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210807394","191561","5000102987",2,0,1,53,0,0,8,8,"2015-09-16","2024-12-19",1,0,0,"2025-01-24","","","","","",0,"","","","","","","2025-05-09"
"210796274","191562","5000101740",2,0,1,55,0,1,8,8,"2015-09-22","2024-07-31",1,0,0,"2024-08-26","","","","","",0,"","","","","","","2025-05-09"
"210795028","191564.0","7000066365",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210807459","191565.0","7000067385",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210823720","191567.0","7000063285",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210807534","191569","5000103011",2,0,1,53,0,0,8,8,"2015-09-11","2024-07-30",1,0,0,"2024-08-26","","","","","",0,"","","","","","","2025-05-09"
"210795094","191572.0","7000066371",0,0,1,53,0,0,8,8,"2015-09-11","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210807675","191573.0","7000067403",0,0,1,53,0,0,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210810214","191574.0","7000061667",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210807740","191575.0","7000067409",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210848447","191576","5000098715",2,0,1,55,0,1,8,8,"2015-09-18","2023-09-27",1,0,0,"2023-10-23","","","","","",0,"","","","","","","2025-05-09"
"210837036","191577.0","7000064187",2,0,1,53,0,0,8,8,"2015-09-12","2017-06-15",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210796339","191579","5000101752",2,0,1,55,0,1,8,8,"2015-09-22","2024-07-31",1,0,0,"2024-08-26","","","","","",0,"","","","","","","2025-05-09"
"210795299","191580.0","7000066377",0,0,1,53,0,0,8,8,"2015-09-15","",1,0,0,"2025-02-11","","","","","",0,"","","","","","","2025-05-09"
"210807815","191581","5000103059",2,0,1,53,0,0,8,8,"2015-09-16","2024-09-25",1,0,0,"2024-10-21","","","","","",0,"","","","","","","2025-05-09"
"210822673","191582.0","7000062871",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210848504","191584.0","7000065249",0,0,1,55,0,1,8,8,"2017-09-11","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210823936","191585.0","7000063303",0,0,1,53,0,0,8,8,"2015-09-12","",1,0,0,"2025-02-10","","","","","",0,"","","","","","","2025-05-09"
"210837391","191586.0","7000064199",0,0,1,53,0,0,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210848942","191588.0","7000065576",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210808019","191589","5000103095",2,0,1,53,0,0,8,8,"2015-09-22","2021-06-22",1,0,0,"2021-07-23","","","","","",0,"","","","","","","2025-05-09"
"210810355","191590","5000104029",2,0,1,53,0,0,8,8,"2015-09-15","2021-04-26",1,0,0,"2021-05-24","","","","","",0,"","","","","","","2025-05-09"
"210808095","191591.0","7000067439",0,0,1,53,0,0,8,8,"2015-09-05","",1,0,0,"2025-03-07","","","","","",0,"","","","","","","2025-05-09"
"210796414","191592","5000101764",2,0,1,55,0,1,8,8,"2015-09-22","2021-01-26",1,0,0,"2021-02-22","","","","","",0,"","","","","","","2025-05-09"
"210808160","191596","5000103119",2,0,1,55,0,1,8,8,"2015-09-05","2020-12-04",1,0,0,"2021-03-15","","","","","",0,"","","","","","","2025-05-09"
"210822748","191597.0","7000062878",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210837458","191598.0","7000064205",0,0,1,53,0,0,8,8,"2015-09-16","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210795515","191600.0","7000066395",0,0,1,55,0,1,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
"210849007","191601.0","7000065582",0,0,1,53,0,0,8,8,"2015-09-23","",1,0,0,"2025-02-24","","","","","",0,"","","","","","","2025-05-09"
"210823999","191603.0","7000063309",0,0,1,53,0,0,8,8,"2015-09-18","",1,0,0,"2025-02-17","","","","","",0,"","","","","","","2025-05-09"
"210795581","191606.0","7000066401",0,0,1,55,0,1,8,8,"2015-09-09","",1,0,0,"2025-03-10","","","","","",0,"","","","","","","2025-05-09"
